Rowid,Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,Transaction ID,Fraud Flag or Label,Transaction Source,IP Address,Device Information
94,2020-01-24 17:25:52,482.29,Vardaniya Dhar,3b4290c93ab492f9a5b9814a629d9a4009b54bdf382108f4a20723cc4a6023bc,Kibe-Golla,Tumkur,USD,Visa,06/27,212fba9c-d6f0-435d-be34-14d35541474b,1,Online,1.48.193.249,Desktop
95,2021-07-26 12:47:38,1310.13,Yuvaan Sur,5b7ad4f6f984113a2fb1b93fefd58f7cfba57f1c24c421534da6bd5e28fc51fc,Majumdar-Yogi,Bangalore,EUR,American Express,01/25,32aaf6ea-7336-4bdf-9a8c-7f881225e499,1,Online,129.245.249.114,Desktop
96,2020-04-08 23:56:59,2303.18,Biju Tara,9bf4e7795172455bee09fa61ee4f0ed2d7933bd0934597bea117518808665b8f,Sanghvi Ltd,Anand,EUR,MasterCard,03/29,a79e0ca7-791f-48f2-9123-9ee1c2d8ee71,1,In-Person,137.115.250.66,Mobile
97,2021-02-04 21:36:12,3414.18,Sahil Biswas,39eba4a1e67b745931af5914737273f695daa6879853926f5f5e87aa08ebc33f,"Gola, Amble and Choudhary",Tiruvottiyur,EUR,American Express,02/28,4fdce305-2fd8-4af8-aa1a-12766617e51c,0,Online,136.62.185.133,Desktop
98,2023-03-12 04:49:03,959.45,Sahil Kapur,204e4aa88d29f5ee71bc3bb1d2949457c2fb0fd40f08d2e358e11172f8ae3cad,Date PLC,Jammu,INR,American Express,05/27,24ecf570-6e44-436e-b84d-e9b13188021e,1,In-Person,133.97.196.119,Tablet
99,2020-04-07 04:49:24,4484.69,Nayantara Agarwal,b40ed568c9bb7d8009e856ae0edcc5cb9f3fc0f5a241ac4916b8b87487ad9d1f,D’Alia-Dhingra,Thanjavur,EUR,Visa,04/32,e2c644c0-7578-450b-b0f5-e2da91a550c3,0,Online,154.82.125.54,Tablet
100,2023-08-27 07:23:03,459.39,Riya Dhaliwal,296068021aad8324b76747191e80ea133dfe1a7f8df9766eb6ddab6f7d651209,Borah Ltd,Miryalaguda,INR,MasterCard,04/27,18658c13-352c-4a88-82a9-b28219027f74,1,Online,76.148.26.249,Tablet
101,2023-06-06 17:28:00,405.03,Oorja Rattan,04d3abee7ba53f89d742fc913a35a1e3860d888bb467a06129cda068b2f03783,"Vohra, Rajagopalan and Dewan",Thrissur,EUR,MasterCard,07/25,333ae27a-6ec6-4b26-821f-dd96f35082f6,1,Online,80.82.129.63,Mobile
102,2020-05-09 12:57:41,4549.77,Divyansh Lad,867fb7f2a255a0c1cca85f00d95c8fff4c14b769de8c0de8fb9c8884a5077244,"Shanker, Chopra and Kata",Karimnagar,INR,American Express,12/25,21911cfc-b4fa-46b9-ba69-f03a00cdffdd,1,Online,78.51.4.46,Desktop
103,2021-07-12 08:30:32,2104.79,Divij Yadav,b56e81aba30521abba5819ce3ce300871cafdab25f4af8c0f963165f901f013d,"Bhandari, Ramakrishnan and Dora",Akola,USD,MasterCard,12/27,c8a1a1db-accf-42ad-91ac-5deab77c1418,0,Online,73.226.99.156,Mobile
104,2020-06-27 21:36:54,1758.14,Pari Rout,2304469c1c23f0bb819450912b57414c9e967a60e05b9564ed91b079cf8d8427,Jain and Sons,Pondicherry,INR,MasterCard,07/33,f7dd95b3-799d-4860-970e-635ff87f96c8,1,In-Person,122.55.181.109,Mobile
105,2020-05-20 17:20:37,2861.4,Dhanush Cheema,b2b253044b17fff40a0f6d3ffecb901d4117acc3b2475d866a0cd31c1bc26768,"Bala, Korpal and Cheema",Nanded,USD,American Express,09/32,cec30fb6-2a11-4217-8ff0-1074ba84d9f0,0,Online,119.123.84.226,Desktop
106,2023-08-10 18:04:54,4259.91,Hridaan Mand,15241cac366ecd7978fd000f5ee1301cd9bc2a4deec8197522f801e2c7012ca3,Badami-Sekhon,Karawal Nagar,EUR,MasterCard,05/28,45395686-af7f-4fc3-b58a-e3e07bf82cf9,0,Online,97.201.210.146,Desktop
107,2023-08-13 23:46:30,4954.71,Tejas Randhawa,f0bdc350d901bed50cfe690252b7c38278cc02f11ef7837af69c91eaa9ea3e2c,Mani-Mand,Pudukkottai,INR,MasterCard,09/33,41314e7d-2bd4-4ef7-b6ee-e76b4f66470d,0,Online,160.41.60.6,Tablet
108,2021-06-16 06:55:18,770.14,Ivan Krishnamurthy,c38f543d5c31d1db55817ab1f3d1a8b01d25a4b24d077051af858a84f8f657e4,"Ramachandran, Keer and Chandran",Satna,EUR,Visa,02/31,f620783d-44a4-4e6f-bd7e-f48c28d47050,0,Online,123.125.145.242,Desktop
109,2023-04-26 14:36:25,374.72,Zain Raju,fcd6e1475045c2d06b274f4cd58b5214f89b7cc1159ca2f34883ef72762cf1d3,"Rege, Buch and Gandhi",Chittoor,INR,MasterCard,11/29,da152380-632a-4ee8-ae2a-03ad401b5281,1,In-Person,223.95.79.116,Mobile
110,2021-02-07 08:16:33,3105.95,Sahil Babu,55d90ba79c63ff6a7e5e84323398077dd4b0ae5b75a9b4b72f1fd8a723eb330b,Kade-Balay,Agartala,INR,MasterCard,11/30,0684b375-d2a8-45f9-b77c-d88e42cecbad,0,In-Person,147.165.5.239,Tablet
111,2023-01-04 18:44:09,4565.66,Anahita Ganguly,c059076ce3dad8ba1b87079d1b7c3b138c69cd9f8b2ef0d7806bff3f83bf7186,"Bhargava, Sahota and Dave",Secunderabad,INR,American Express,04/29,905cfe40-1fa1-4397-8d03-b7e2076d695b,1,In-Person,184.71.121.56,Tablet
112,2022-10-22 07:02:28,1230.56,Ira Srivastava,76a1e092a7c284e7ad33ebea00feb57917e2d33f55b2bfa11bb08f8a3bdeb4c4,Saraf-Balay,Jalna,INR,American Express,02/24,829f51d6-52da-42c1-acab-f0361f234f8f,0,Online,150.137.222.151,Desktop
113,2022-12-15 14:48:29,2660.6,Adah Shan,42eff8bb6dc80baaf704d885a5b76cfe6ff86551b819966e6c8fe33c33924d3b,Saxena and Sons,Jamshedpur,EUR,MasterCard,03/32,b7c4aa53-2f55-4798-a633-3341723601d0,0,In-Person,206.180.186.85,Tablet
114,2022-01-25 17:43:08,2050.24,Vardaniya Gill,b7fcd7bd94b3952650cce807d0991d334e68112c53018f048a708f0201edc01b,Gera PLC,Dewas,USD,Visa,05/31,764691f2-66f2-4459-a433-8aff3ecda040,0,Online,194.72.205.18,Mobile
115,2023-06-26 12:44:22,780.15,Vihaan Venkatesh,c75839c7b0718170fe6c930c4261db7f0c47f7813528dc2261cc021113027e34,Comar Group,Dehradun,INR,Visa,02/24,a82000e9-75fd-4e29-8751-f97aaefddc57,0,Online,206.40.9.94,Desktop
116,2023-09-22 02:03:05,4650.63,Rasha Babu,808ae751e2ceeefc7bf7669633cfcaec7471cc5fa8eb14d42a383ab415901174,"Thakur, Mahal and Wagle",Dehri,EUR,Visa,02/24,9118b0a0-81bf-4ce5-a027-bb8a42c13ae3,0,Online,194.170.121.152,Desktop
117,2020-02-06 04:52:10,4288.98,Shaan Mammen,18fed9b800911f5cd0614fa0722c5358f72eeb90713f05a02d317d12b1039473,"Sengupta, Mane and Chhabra",Siwan,EUR,American Express,01/28,b705b9ee-ea00-4419-a9ac-87a4771e72d0,0,Online,146.139.67.30,Tablet
118,2022-08-27 16:51:43,2500.59,Yakshit Rattan,ffd82208216fe37671cfc5f969f280acf70e0f7616cc01f389bce2caa3f5cced,Sathe-Bala,Ludhiana,INR,American Express,06/33,0d9ec46d-abec-49fc-9b48-20eb74a156cf,0,Online,129.14.31.93,Tablet
119,2021-06-04 14:13:43,4697.86,Dishani Ray,39389ef94f53d53cc7e7e9a0b53eef11c078614b03e529f9cf38e29ff93b85e8,Dar Group,Hindupur,USD,Visa,08/28,148072f0-fe68-4768-bf00-d9976df7be76,0,In-Person,222.109.15.57,Tablet
120,2022-08-11 20:57:07,57.79,Zeeshan Chaudhry,755ed54e254b3d59cc131c1dd483840bde48096eaeaf5577f81e93b329bd26a7,Dube Inc,Ahmedabad,EUR,American Express,12/26,a4bfbaff-ce20-4aa9-b3d3-4920593596b8,1,Online,198.26.194.219,Mobile
121,2020-10-12 10:17:16,2361.35,Ela Bhandari,bc8adbee49533ace9cbd356642e0dfc94f755832649c5e390980039e26475378,Biswas-Lalla,Jammu,USD,MasterCard,01/25,8c79a6c2-c662-4e4f-aebd-4e537c43f3af,0,In-Person,80.170.238.244,Desktop
122,2020-10-26 02:45:55,4036.39,Faiyaz Iyengar,124f3aa14138c8fbfe72b375be6957ec5552b6daf161f63b3cb079b133bafcce,"Brar, Wagle and Saini",Bhalswa Jahangir Pur,EUR,Visa,06/26,c5fecbe1-4241-4f3f-8dfe-0ad43b3eb4fa,0,Online,200.200.219.251,Tablet
123,2021-06-07 22:23:13,3559.53,Sara Borra,d983ef1ca0d21fa2d8451ed7190340783c064495c38d1eef11cc595cbdb0f615,"Singh, Malhotra and Acharya",Bareilly,USD,Visa,10/33,8b2dcf0c-3b93-4c4e-9a8e-239a11ad3511,1,Online,209.171.26.169,Mobile
124,2020-09-05 08:25:18,4946.62,Pari Gole,66cbbf2a9f63d9b19725994a29981b7e40cb4da140b630b4a56d1d2945747a83,Magar Group,Bathinda,EUR,Visa,02/32,8c3cb99c-e7bb-47ed-9037-cc83ac143ffe,0,In-Person,206.1.127.88,Desktop
125,2023-04-24 07:04:34,4396.24,Aniruddh Bala,ea56ca638c29d2d93e14e1776f0bbb3e8223d466afa03e19e4e4035b07e384a4,Korpal LLC,Medininagar,USD,Visa,01/32,9a52b6cc-5f09-4c9b-be6d-ac3267364162,1,Online,208.91.142.59,Mobile
126,2020-08-19 10:21:08,1579.23,Rohan Gaba,b4e76243aa09b6746f16224f8501e9c115aae66eb86e75a1bfe46594e3467513,"Virk, Wason and Dixit",Tirupati,USD,Visa,01/31,d1bafcd8-56ec-4c90-9c64-b1caf176a962,1,Online,200.219.19.137,Desktop
127,2021-10-05 15:46:17,1401.82,Indrans Chahal,cbc58aa1cd6a3e91b0874871f8e71f5d52e0a0a4d0be8454a591be89ce30d558,Virk Group,Khammam,INR,MasterCard,05/28,261bcbe1-2d2a-4ea5-a891-99f98e9a5374,0,In-Person,168.254.79.18,Mobile
128,2022-11-11 01:33:28,3442.08,Samarth De,cc865010acd5ca5ef84338d4de3a683becfa00aba64a838176c09c0d85a92292,Sabharwal-Varughese,Darbhanga,EUR,Visa,08/31,1b4d76f0-b488-41b7-a55b-00b5ca178bf2,0,In-Person,130.48.49.34,Tablet
129,2023-07-05 17:16:15,2222.49,Khushi Dora,829cec943cb5029d8c7ec46b5b6cec08070a440ea289e34160717006001155a5,Balasubramanian Ltd,Agra,USD,MasterCard,12/25,9fbd1d79-61bf-46f5-be07-322c5224f215,1,Online,72.87.208.7,Mobile
130,2023-03-07 17:40:04,3421.9,Chirag Lala,8d36c4fab31bb376dc861e67fb807e156cda75a5e55150a8d3b5404e776208cc,Keer-Chacko,Serampore,USD,Visa,04/25,474820c1-ddef-402e-9226-f5e9d2a18bd8,1,Online,78.235.79.76,Mobile
131,2023-01-13 03:36:45,4228.11,Arnav Borra,b51eca6815c0cadf5f596df6eedcbcc2d785cae50015fae2fd659d04c9e4f4c4,Dube-Garg,Ghaziabad,USD,Visa,02/32,25105f6e-552f-4056-b3a0-995c5a6a94b6,0,In-Person,23.155.242.32,Tablet
132,2023-07-21 11:52:25,3906.68,Jayant Madan,b2c6fb65a9b713dfebb2acb82e53c9db91bb236147f402eda9ba16907f93b4c7,"Dara, Sampath and Buch",Aurangabad,INR,Visa,09/30,a92433b0-5df4-4c15-b689-730f0a8a0474,1,Online,185.190.141.210,Mobile
133,2021-12-26 22:15:57,923.72,Mishti Venkatesh,9de5037c597137e117b3c4f7985272c348466c2c1dd79e9d249b2cd15c31f976,"Bera, Chaudhari and Dash",Srinagar,INR,MasterCard,05/33,5ecbb5eb-8522-4118-9c35-c3b3c6e1b0a1,0,Online,15.7.111.168,Tablet
134,2023-08-13 08:05:29,4196.15,Madhup Ramaswamy,60cedf0a527a7bcd9b51cc6ac5a2dd9819a8c77975a8123646b6f2f33a31e407,Jain PLC,Khammam,EUR,MasterCard,09/33,3ebc02fb-07e8-455a-990c-f12a338f4243,0,Online,196.196.181.132,Mobile
135,2022-04-07 12:03:59,3027.63,Dhruv Wadhwa,31b14f0bab9d6879fb9adcf6d33662231d1a5257f1fadc373a00f3fb5e371941,Anne Inc,Anantapuram,EUR,American Express,05/30,3acfbd88-536f-4457-b8e2-f4beadf94636,1,In-Person,67.31.65.119,Desktop
136,2021-03-30 22:01:41,2876.61,Samarth Bose,76f834cbf40f050fabd3282547549e2b78df57907a135340fc4ff17206f8508e,Lad LLC,Faridabad,EUR,American Express,11/28,aa1046a5-9161-4387-8284-6655d6fcdc41,0,Online,50.13.97.42,Tablet
137,2020-04-19 12:53:47,134.22,Aradhya Hora,357d62275d01d801c915b93cc2455b2b1cabfe376c8badd40027e39b974dbb5c,Sunder-Kota,Mahbubnagar,USD,American Express,12/26,a511ce72-997a-40d8-96a8-bd9e4d8a7028,0,Online,216.82.98.115,Desktop
138,2021-03-01 10:30:55,4894.87,Devansh Kannan,a673717fcb4d34a916d09eee7c2472fd5e3e3ddeeae60ea9ef5467e0fcffc742,Sane Ltd,Sambhal,USD,MasterCard,03/24,12eae07e-c104-4a99-9b27-43bbe21d254c,0,In-Person,168.134.203.58,Mobile
139,2023-03-07 00:43:48,2349.24,Dhanush Kaur,06eb92b95b4e79e3fc8aded2fcf0a6de732c0e86c7c83d34be916964c3296681,Deshpande-Sule,Thiruvananthapuram,INR,Visa,10/29,d39c98ad-7da8-41aa-8a6b-71c3eef57296,0,In-Person,181.142.137.31,Tablet
140,2020-10-31 04:10:48,3416.2,Nayantara Gill,996782e25380c93eae987e80e7036d59b1d1b4892b5456a436ec2c3104e5a289,"Sarkar, Contractor and Sankar",Durgapur,INR,MasterCard,03/33,db677c60-360d-4ff5-b2a8-5a0e30af7b45,1,Online,62.218.201.117,Desktop
141,2021-01-23 14:01:36,4666.44,Jivika Sarma,adb33a7e141770fd63c442c80b39c7fa2aeb978dc1e183c5e673c241ee16d378,Johal-Viswanathan,Firozabad,INR,American Express,04/33,17121071-0d01-424d-8611-69c97fa846d0,0,In-Person,38.177.36.154,Mobile
142,2021-07-23 13:01:32,1312.95,Hazel Sani,b5f576783087399529bb9f2f4b4cb45c64b5660d0494bd21bf230fc24ec64698,Bhatt-Sathe,Chinsurah,USD,MasterCard,03/30,f2132ace-216c-442b-bfc0-a60f7db66c70,1,In-Person,222.117.237.161,Desktop
143,2020-05-22 10:46:05,2407.15,Jiya Bedi,123db9a579ba058938e1a96ddf4a890489fffe1350c58d0201aba7aaa0cfea03,Chakrabarti and Sons,Saharsa,USD,American Express,02/32,8ea3e967-994e-4a8f-9885-f7acd67119c4,0,In-Person,202.188.148.164,Desktop
144,2021-07-20 08:01:34,3773.92,Piya D’Alia,e4c497b700fb8589d184c7c366bee6484317b79a26b184550f6d2a9fa5f9ae68,Rama Inc,Udaipur,EUR,MasterCard,09/30,1b86e41d-3583-4ed0-8f72-1b437fab83b6,1,In-Person,212.214.72.49,Desktop
145,2020-03-30 18:02:17,4100.48,Vivaan Vig,de6714b586088dc8a1924a34588507f9efa5c2125047e18f80c872ac3959e440,"Saraf, Karan and Ramaswamy",Ahmednagar,INR,American Express,05/29,02d6de46-c1e7-4241-9bef-e598fe07636a,0,In-Person,182.54.199.134,Tablet
146,2021-10-26 09:16:09,4185.67,Kiara Gupta,4c375251365d1b24c9011450f1e0dd464b68ce41b19e8f85e51ee830d989ccb6,Sethi PLC,Meerut,USD,American Express,05/29,3879fe7a-da56-4d21-a145-a3d4d4de4dc6,0,In-Person,200.185.30.205,Tablet
147,2020-02-20 12:23:44,4616.75,Onkar Som,012e499aca07642faac247594cca03adf0e0a2aad9c326de901a5f9743751790,Kannan-Bhagat,Panipat,USD,American Express,08/30,b286317e-35a9-485c-a6d4-98022c0fba15,1,Online,77.149.124.23,Desktop
148,2023-09-16 19:00:16,1447.42,Tushar Divan,9e7abd48ea5c740bebdc9e9e66ad4985b71885f73ba11aef77898bed6128c915,"Malhotra, Randhawa and Sandhu",Madurai,EUR,American Express,08/32,1de24253-ef4c-4e70-9eb5-db122d530446,1,In-Person,219.233.214.215,Desktop
149,2020-03-10 14:50:23,2804.38,Ayesha Ratti,691de91a69df34d4f8cb3dd05b91fdf8314bf26532bd00c8f76d40e78f0e523a,Kunda-Samra,Chandigarh,USD,Visa,07/27,6ed07c7a-7349-418f-ac92-e4ba0cb05a1e,0,In-Person,34.88.220.60,Mobile
150,2022-09-17 07:29:38,1318.95,Darshit Dara,f62d2d7b8799fe8fca53fd31ccb00880f7ad05470cef0317c0c720f26febbc91,"Chaudhuri, Srinivas and Khare",Solapur,EUR,American Express,05/25,315f8819-353d-4dd7-a598-61ed217054d1,1,In-Person,137.149.16.106,Desktop
151,2022-10-25 11:48:02,3994.91,Madhav Dey,7c60575787205affe019cf74d41a99c8f608352234124ae21444466ee1953e7c,Mani Ltd,Nangloi Jat,USD,MasterCard,06/24,e2a8b5f6-e550-4d7f-aad3-2f8db45c3f10,1,Online,203.240.240.201,Tablet
152,2022-11-30 06:05:45,4872.77,Inaaya  Tandon,531ee50bff4518de1157f3cf0d01159477fb49ae694578d5810d94037fffb330,"Devi, Sastry and Wable",Haridwar,USD,Visa,02/32,cb4806bf-8d41-44d3-8cc0-fc64f5414e2c,0,In-Person,193.68.238.123,Desktop
153,2020-08-04 23:38:37,3814.73,Misha Butala,d2910f0acc86cdc3ef2a504773ce4292512826d70f06a63cd0aa8ceaf978df11,Swaminathan-Grewal,Kolhapur,INR,MasterCard,10/23,26e75292-2aa6-43b7-b8a8-f9b5ca33fb2f,0,In-Person,57.183.235.211,Mobile
154,2022-02-17 10:24:29,1744.56,Miraya Ramaswamy,91312660bb3d6c51917ab171cd7b6afdaba0d9872f356098b6b86d52ad8c00f3,Lall-Date,Morena,INR,American Express,03/26,5e18c5a9-e0b1-45d9-95dd-4322caf05b15,1,Online,154.230.26.196,Tablet
155,2020-04-18 10:53:52,4284.39,Rasha Venkataraman,0aa0b14e018a6c3b4e5ebbf66e9c61a15acd8b471d22dab80b4a5fb1a25deb09,Wagle LLC,Karimnagar,USD,MasterCard,09/30,f4ede94e-097d-4038-b572-0ac0503b6ba4,0,In-Person,183.219.209.123,Desktop
156,2020-08-20 07:52:02,4930.57,Miraan Uppal,f37001be89f9a98fa5d0824a5f3f27cdaa49933ec99105db893bfe68950ba097,Shere PLC,Sri Ganganagar,EUR,Visa,10/28,77f2d318-e4e6-44c6-9a43-3c7d33ab86e2,1,In-Person,41.80.235.181,Desktop
157,2023-03-31 18:29:59,3119.48,Myra Choudhry,404730e73b96d48710b5d535c858a073cba42d4fd646c2b7a1d6321441a56494,Chowdhury-Ghosh,Aurangabad,INR,MasterCard,12/26,a872d891-cdfe-429e-8c2c-4896b46660f8,1,Online,220.212.130.110,Desktop
158,2021-12-29 07:04:14,79.71,Vidur Upadhyay,c0bda0f97803dacf19cda99da7015fb1e921feb462ad6d490d346689918df351,Arya PLC,Mysore,EUR,American Express,07/31,acb606cc-ec18-436b-9fc4-e16bd3139842,1,In-Person,214.190.111.35,Mobile
159,2022-11-05 12:41:03,2841.49,Myra Chaudhari,f6135632911f0d33f0e44622bdd46af9cec19f5228cb77fd99bb04f5c2b69366,"Gara, Bhattacharyya and Kapur",Nandyal,USD,Visa,04/25,4677b6ea-147c-40f8-96b8-c11a2244e582,0,Online,193.39.192.16,Desktop
160,2021-06-17 14:58:12,158.85,Onkar Buch,61311f84fff1e02a74d58140a32ef0f58d5dcbdda67981699ca25e15bee784b6,Bandi-Savant,Ballia,EUR,Visa,08/28,7f5cd3d1-3ed3-42d9-b7ae-6b2eb33b81af,0,In-Person,125.189.227.63,Desktop
161,2020-05-21 16:36:08,329.65,Ira Chaudhry,1061fc3569cce8f4da6cd4b61a6c4d8b9e71d759b99c6dade7c5d91ffdcb1416,Kapoor-Venkatesh,Udupi,USD,MasterCard,08/30,b718d185-30b6-49df-8268-c45091bd8448,1,In-Person,216.241.171.11,Tablet
162,2023-01-20 05:21:22,4765.7,Priyansh Sahota,ea4e934149308d1ba524dbcdb9282668295227924374069cf6f659cad3b31871,"Sachar, Dube and Goda",Kharagpur,INR,Visa,05/33,202ccc8b-0b44-4fb4-b98a-81139cef6422,0,In-Person,203.217.249.252,Tablet
163,2023-04-05 02:49:07,3060.05,Anika Brahmbhatt,f5fa634f8dcfbb10960f49dc242c3e097e686bc0709284ccd6cdf11ab242afde,Halder Ltd,Hubli–Dharwad,EUR,MasterCard,11/29,d5ce0838-f11f-4406-a5a0-8b8a974101cd,0,In-Person,184.149.3.153,Mobile
164,2021-02-21 15:53:24,409.12,Pihu Kumar,ac4ba0ec2a3bc821c5e32be8383009ff8a2c8bac559a938595d59eccc3d19009,Sagar and Sons,Bettiah,INR,American Express,11/23,ee40e08d-30ba-4078-ac8a-8c5df5bd5178,1,Online,162.243.96.228,Mobile
165,2020-02-16 12:06:47,2626.16,Priyansh Kanda,e7b5d5158e79a08026084bba1546415d8128f5cf916ab3b0db31340f39f2de4c,Mall-Char,Bokaro,EUR,Visa,11/29,68e53ded-3ad0-4881-8912-5bb9986e8193,0,In-Person,172.189.171.79,Mobile
166,2021-11-16 19:58:52,761.04,Kimaya Bhattacharyya,c7a6cb8f74356bb8052b902391dcf7c3109719e2ab7d174469fc6e7d6d0869c3,"Som, Hari and Sankar",Bareilly,INR,Visa,12/23,25673b88-9b4b-4909-856a-4ffd4a961dc0,1,In-Person,217.138.89.157,Mobile
167,2022-04-20 13:58:10,4576.97,Miraan Chahal,ec0b5d34cfb85bd9703a52f74f1d1cec4d131a20747f25469c6c59a985459686,"Lala, Khalsa and Gaba",Dehri,INR,American Express,10/27,55c69b6b-2a3d-4b05-adc9-e561105b9803,0,In-Person,155.189.140.98,Tablet
168,2022-10-30 15:34:10,4911.28,Mohanlal Ramanathan,693afd68c09e3e4f1f4a146cdc39604a05026eac011bb0a0469109a7b9f2dd0d,Balakrishnan Inc,Bidar,INR,MasterCard,06/30,a8ffbbf1-de06-4568-8b37-dade6b4b1ddb,1,In-Person,223.252.8.63,Mobile
169,2023-04-04 14:19:49,839.98,Urvi Karpe,6026b020e786893563a1276d11ede8f9480291e982c8c245a39f4b02250d9f6e,Banik Group,Karnal,EUR,MasterCard,10/31,e8221fdf-6943-45d6-bf67-790d75911128,0,Online,195.56.40.35,Desktop
170,2020-05-03 19:07:58,316.69,Myra Kamdar,c3f1bf3dce841a3762ec22e8290f9cab7c4eac0bd60c711a427ec081ed02ec52,"Raman, Subramanian and Arya",Firozabad,USD,Visa,11/25,239c6c4e-b29c-4d23-b723-1b3aefc735dd,1,Online,214.114.253.24,Desktop
171,2021-04-13 13:11:43,1808.56,Renee Ghose,2a059e5879d6e8f01621eb34372222d0d4dffe443587b92de2b815ada4ed64ea,Korpal-Dhawan,Srikakulam,EUR,MasterCard,04/32,fc3fe85b-fa75-4b53-b162-477b47dbe07c,1,Online,81.103.101.62,Desktop
172,2022-11-24 14:57:59,193.03,Hiran Sule,c011f576af9905e9ead1328c533ee0ef2c9d38f8f572d4276a7d4cd64a5cb92e,"Sahota, Dutta and Mani",Hospet,INR,Visa,03/26,f0aaf60d-3a87-4cc1-818e-522a2b7430a3,1,Online,66.103.175.144,Tablet
173,2022-09-18 23:41:08,4985.57,Ayesha Krish,d701fa44e3ec1be7c30d70aa83cfe952e9af8b1d3cc27f7f50059e523eb8590c,"Sen, Sen and Loke",Alappuzha,EUR,American Express,11/26,83c32da6-77f7-45d7-a590-d4c55caa3f99,0,In-Person,193.149.110.193,Mobile
174,2023-01-08 21:20:59,3072.82,Anya Sanghvi,86439f70b5a7711ef02148c7e0b71aebf9437f966b1c228cc48645bc50fd6f40,Majumdar-Contractor,Sambhal,INR,American Express,06/24,1af2886f-8d2e-416d-b281-3d07705efcbd,1,Online,159.130.206.254,Desktop
175,2021-09-26 03:58:05,2211.87,Armaan Contractor,c8cd26973b321eb696f2b8b52d059d1ed59a245ae33b05bd7b17a5e4f0396838,"Chaudry, Sha and Kapur",Bangalore,EUR,MasterCard,12/31,d340dfd0-9ef3-4fc6-8d22-e95d0c41b870,1,In-Person,159.40.98.132,Mobile
176,2021-04-28 14:01:50,4650.87,Rohan Jayaraman,6922c8a0ef71e135c3af72516805cd308c03af9e0cbddc4f3a5c0cfae0f240cf,Gour-Upadhyay,Nandyal,EUR,American Express,06/25,56496112-86c1-48df-840b-14b65d8530b4,1,Online,113.26.151.126,Desktop
177,2023-06-16 18:07:41,1289.37,Ranbir Saxena,79b7501353287cb11e2d561fe1aa7e85db48ce308fe0ff4900e7734880e62a16,Khalsa-Raja,Khora ,USD,American Express,12/26,6975632a-d655-4f8b-a117-af75f8ac04d2,1,In-Person,180.169.99.38,Mobile
178,2023-01-24 00:17:54,396.19,Rati Ramesh,c030c97790689c86d9f62af3314310b8123886f50577fd418f43aad19227fbc4,Krishnamurthy LLC,Tiruchirappalli,INR,American Express,03/28,1b1efc4b-101e-456a-9544-ec72f18f73f7,1,In-Person,40.118.1.176,Desktop
179,2023-09-03 03:28:34,3629.67,Damini Mahajan,49031f071d4b495bb4402e8027d2e811a948ac109a6437aa0a2d086cf9aac6ba,Choudhary-Kara,Kavali,USD,MasterCard,06/30,2804b1c9-73e7-4370-acc1-2c65b124bed9,1,In-Person,60.28.206.131,Desktop
180,2022-03-13 22:19:41,1508.18,Hunar Chokshi,74b1c67b2a3361a258acba6b6815ac53dd3ba0fcead0a6e3c275af087014d2df,"Gaba, Venkataraman and Wadhwa",Malegaon,EUR,MasterCard,08/24,e4ebdb35-317c-4b83-9727-f3225c022462,1,Online,143.92.238.65,Mobile
181,2022-11-22 18:20:58,4288.78,Riya Saran,f6badc87f23af365671820b869c4663d56c7b8af40ae9d112d86dc4b63c015c0,"Singhal, Rajagopalan and Krishna",Munger,USD,MasterCard,07/32,49d7d100-ee0c-4cee-8202-67513d0bb534,1,In-Person,195.178.174.103,Desktop
182,2023-05-09 18:08:30,3830.63,Charvi Banik,d45f81c61eedf81ee3972faccea700cb3943c63b332f5d49efc23f8361f49b00,Kibe LLC,Hapur,EUR,American Express,08/33,1a9b5cfd-8ac8-4463-ba4b-9d55c810e62d,0,In-Person,18.18.80.132,Tablet
183,2023-03-08 06:34:10,753.86,Arnav Koshy,4ba98626d70b6eff1911369a6fd1da84860e0addc782af1663a920c27fa25e35,"Reddy, Bail and Datta",Rohtak,USD,MasterCard,11/30,2b4970f5-b196-4b6f-9d27-918a4ecb0fb2,0,In-Person,62.83.19.71,Desktop
184,2023-09-12 09:49:35,1454.48,Onkar Sami,09de60bc2da5c6950ab6a2ff10dfd9b94f6e2456d4024af7e3a23cba82072823,Bera-Bora,Kolkata,USD,Visa,03/25,94051875-59f0-4d40-a5db-1822c57dce05,1,In-Person,167.21.189.222,Tablet
185,2023-08-17 15:56:10,801.82,Aaina Amble,bf0506946af71e47b9e8a0510c976b866b9f661830eeafaf86f4979844268d9e,Bahl-Ganguly,Pune,USD,Visa,08/27,e33e3d81-ac18-4499-b1eb-ebc724f74f3d,1,Online,138.110.56.178,Desktop
186,2023-07-09 09:06:39,4645.6,Madhup Sarkar,827fbcd30dda03b5e5311ed1516da6639137122acc703de9b9a2bdaea160f36c,"Bhatia, Vig and Solanki",Serampore,INR,American Express,09/32,dd6b02bd-7079-40e0-9cfa-44b82927c342,0,In-Person,159.198.166.252,Desktop
